Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
2025-05-15,"Money transfer, virtual currency, or money service",Mobile or digital wallet,"Managing, opening, or closing your mobile wallet account",,"On XX/XX/scrub> 2025, I received a XXXX payment of XXXX dollars from an individual that I did not know. Due to the recent scams reported in the news involving XXXX, I contacted Ally Bank and requested that they return the money to the individual. I was told by Ally that they will process this and that it would be resolved in 5-10 business days. The next day, the same individual called me asking me to help me return the money. Due to the nature of this being a potential scam from previous news reports, I told the individual that I made a report to Ally and they would return the money to her in 5-10 days. Although she tried to insist that I return her the money, I repeated to her that Ally would return her money in 5-10 business days. The following week. I received an email from Ally Bank saying that my bank accounts and my XXXX account was restricted and to call them in order to resolve this issue. After being put on hold for almost one hour, I spoke to a representative who told me that the individual went to her bank and reported the transaction as fraudulent which is why my accounts were restricted. Subsequently, I explained to the representative that the individual falsely reported that transaction as fraudulent and by checking documented conversations with Ally representatives the previous week that I actually reported the transaction to Ally first in order for them to resolve it. When the representative checked her records, she confirmed this and helped me successfully recover my bank accounts. However, my XXXX account was still restricted. I was told from Ally that they would resolve the issue regarding my XXXX account restriction but after numerous calls for updates, I was told that only XXXX themselves could fix this issue. I called XXXX customer service XX/XX/scrub> 2025 and explained to them my issue and I was told that the XXXX division of Ally Bank needs to fix this issue. When I called Ally the same day, I explained the ongoing issue and was told that it would be resolved in a few days. On XX/XX/year>2025, I received an email from Ally telling me to call them to hear the status of my issue. When I called, I was told again that XXXX proper has to fix the issue. After going back and forth I was finally told that my XXXX token was restricted and XXXX would need to fix it. I am filing this complaint against XXXX and Ally Bank due to this unresolved issue and the back and forth I was subjected to without any resolution. Hopefully this can be resolved.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,ALLY FINANCIAL INC.,NY,11423,,Consent provided,Web,2025-05-15,Closed with explanation,Yes,,13524710
2025-06-10,Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,"Wells Fargo bank because on Friday XXXX my account had payments taken out of overnight which caused it to go negative. The next day I made the appropriate deposits to cover these transactions before the XXXX cut off time and it was brought current before 24 hours. I wake up on XX/XX/year> today and see that I have XXXX {$35.00} overdraft fees that were put on my account XXXX 3 days later. My account was already brought to positive from these transactions and I should not have been issued this. I called them and they said they couldn't remove the fees and the timing of the bank was different and they didn't count it until yesterday or something. I dont know but it makes no sense and not only can I not afford this right now now but it is just wrong when I covered the transactions, had extra money in there and used my account after. I brought my account current immediately this is a wrongful charge. The system wouldn't let them do it and neither would a supervisor they said they escalated it but it will take 2 business days and I know that my account will stay negative and they will charge me more fees while they figure it out!",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,PA,19122,,Consent provided,Web,2025-06-10,Closed with explanation,Yes,,13994197
2025-06-10,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,I was fraudulently scammed into thinking I was working with XXXX to recover my XXXX  email that has been hijacked and to protect friends and loved ones from getting their identities compromised also. I was made to believe they were purchasing gift cards in a sequential orders to over ride false purchases by hijackers I was told not to tell the banks and credit card companies I was working with XXXX. They had control of my computer gave me account passwords to use and I was told all would be reversed at the end of securing mine and my loved ones identity so it would never happen again. I was terrified and also terminated from my job during this ordeal. I tried as soon as I figured out it was a scam to. Stop transactions and and cancel gift card orders by both credit card company and the merchant with no avail. I have disputed but was told I lost and owed XXXX. Please help. I have a police report and reported to the FTC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",OH,431XX,,Consent provided,Web,2025-06-10,Closed with non-monetary relief,Yes,,14001558
2025-06-10,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,"I attempted to make a large payment ahead of my due date XX/XX/year>. I had a preferred payment method saved and had plenty of money in my account to pay. The refused my payment ( accepted XXXX previous payments with same payment method ) Told me I had to wire the funds but never informed me they would be holding my money for a week. This not only was misleading, it now caused a massive credit score decrease which will cost me a lot of money. When attempting to get answers from Citi, they are not being honest about the transaction or the fact they did not take my approved method. 

XXXX the supervisor also lied to me about resolving this situation, they claim no one can free up the money they received from me although an agent told me the opposite just yesterday.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",OH,447XX,,Consent provided,Web,2025-06-10,Closed with non-monetary relief,Yes,,14000954
2025-04-08,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,"I submitted a dispute that was denied stating that I authorized the transaction. The dispute was due to being charged for a transaction that I placed but ended up being a scam. This was for {$150.00} on XX/XX/year>. 

While I was visiting XXXX, I decided to place an order at an online dispensary that also seemed to have XXXX XXXX XXXX XXXX  around where I was staying. They were called XXXX XXXX. The transaction required me to use XXXX XXXX and then coinbase on-ramp to complete the transaction. Since it was basically a wire ( p2p transaction ) neither of these companies were able to assist me in disputing these transactions. They instructed me that I had to dispute with my financial institution. 

Once completed, I was supposed to receive an email which I did not. The help number on their site instructed that users text that number which I did and I called to receive no response. 

Now when you attempt to go to their site it states the user has been suspended. 

XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,KY,402XX,,Consent provided,Web,2025-04-08,Closed with explanation,Yes,,12856526
2025-03-17,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"Hello, So, Unfortunately I had a trip scheduled for my fiance and I for XXXX XXXX XXXX but we couldn't go because on XX/XX/XXXX, my mother in law XXXX XXXX XXXX. We have since been residing in XXXX, NY taking care of her full time. I met the requirements for a full refund but XXXX XXXX denied me, so I filed a claim through my chase sapphire reserve travel protection insurance as I made the purchase with this credit card. I provided a medical note proving my mother in law her XXXX XXXX XXXXXXXX from a fall and needed a care taker, the itinerary for the trip, proof of cancellation, proof of payment via bank statement, total itinerary expenses, the XXXX XXXX cancellation policy, trip information and everthihg else requested. I submitted this on XX/XX/XXXX, and was told to wait 7-10 business days. It is now the XXXX business day, no adjuster has looked at my claim and I call chase 1 or 3 times a day to be given the run around about how it's going to be looked at, the business days time frame keeps changing. This is HORRIBLE behavior from chase and I should not have to pay {$550.00} in an annual fee for this card. 3 years with chase and this is what you get ... .I just want my total compensation back which is almost {$1500.00} for a trip i can't go on with travel protection that I pay for and insurance.",,JPMORGAN CHASE & CO.,NJ,08053,,Consent provided,Web,2025-03-17,Closed with monetary relief,Yes,,12511020
2025-06-09,Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,"Wells Fargo failed to notify XXXX XXXX XXXX breach within 10 days. Mailed debit card and activation of card admitting the error. My funds were literally siphoned from my account and continuously until all funds were wiped out and then my account was closed. This was never authorized or even aware of. Under FDIC I request my funds returned immediately due to the fact this was a banking internal problem allowing the fraud and theft of my finances. I have the letters, police reports and more regarding some of the missing funds but the remainder was not accounted. Return my money they allowed to be stolen then had the audacity to victimize me in writing regarding the conditions of the matter which is completely unacceptable in action and practices.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,MD,217XX,Servicemember,Consent provided,Web,2025-06-09,Closed with explanation,Yes,,13978852
2025-05-30,Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,"Between XX/XX/XXXX and XX/XX/year>, my business checking account with Bank of America XXXX XXXX XXXX XXXX ) was charged {$90.00} in overdraft fees, resulting from a unique combination of circumstances that were outside my control. 

First, a scheduled client payment was delayed, which I had expected to cover the account balance in time. Second, an employee mistakenly used my business debit card via XXXX XXXX, unaware that it was linked to this account. These were small transactions mostly under {$10.00} such as coffee and minor purchases. However, each one triggered a {$10.00} overdraft fee, compounding the impact significantly. 

Once I became aware of the charges, I immediately contacted Bank of Americas customer service and was transferred to a supervisor. I clearly explained that : The negative balance was caused by a delayed deposit, not irresponsible spending. 

The transactions were accidental and not made by me personally. 

I am trying to bring the account back to good standing, but these fees make that extremely difficult. 

Despite my explanation, Bank of America refused to reverse the charges, even as a one-time courtesy. I stressed that Im a small business owner, and this situation was caused by timing! not mismanagement. Still, they would not assist. 

I am asking the CFPB to help review this matter and assist in securing a courtesy refund of {$90.00} in overdraft fees. Ive made every good-faith effort to resolve this directly and am only turning to you as a last resort. The current outcome feels punitive and unfair, especially to a small business trying to stay afloat.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,30338,,Consent provided,Web,2025-05-30,Closed with explanation,Yes,,13801978
2025-05-07,Checking or savings account,Checking account,Managing an account,Problem accessing account,"I had an account that had multiple ATM debits performed without my authorization or knowledge. After months of dispute cases they credited me for case # XXXX. So there were more ATM debits transacted the same way. I was patient and filed disputes to recover the social security benefits that were debited while hospitalized. I was not able to function much less do any transactions. The additional 2 dispute claims # XXXX and # XXXX should have been credited because of same activity. The only progress was made when a netspend representative called harassing and badgering me about activity. I wrote many appeal letters and requests. They are just violating rights because they closed account and made it impossible to get statements. I have lost state benefits due to netspend XXXX  not providing financial transactions. 
I request a total of {$1600.00} for the two claims and {$420.00} overdraft fees. I am elderly and XXXX. I am facing eviction due to the theft of my benefits",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Neon Newco Corporation,TX,77071,Older American,Consent provided,Web,2025-05-22,Closed with explanation,Yes,,13455021
2025-06-05,Credit card,Store credit card,Fees or interest,Charged too much interest,"In the last quarter of XXXX, I made a promotional purchase of approximately {$910.00} on my Wells Fargo XXXX XXXX credit card, under a "" No Interest if Paid in Full in 6 months '' financing plan. Due to financial hardship, I was unable to pay off the full balance by the promotional deadline of XX/XX/XXXX. 

Despite this, I remained proactive and submitted a {$400.00} payment on XX/XX/XXXX, in good faith. At no time did Wells Fargos online portal indicate that the account had been closed on XX/XX/XXXX, XXXXfive days earlier. I received no verifiable or confirmed notice of closure prior to making that payment. 

After the fact, Wells Fargo claimed to have mailed a closure letter on XX/XX/XXXX. However, they have failed to provide any proof of delivery, and their representative simply stated that they had "" mailed it out, '' using that as justification for continuing to penalize me. As of today, Wells Fargo claims I owe {$400.00} by XX/XX/XXXX, XXXXnearly 45 % above the original balancethe bulk of which is deferred interest and late penalties added after account closure. 

This entire sequence of events occurred while I was financially vulnerable, and Wells Fargo : -- Denied me a reasonable opportunity to resolve the account before closure or be offered hardship support.

-- Accepted my {$400.00} payment after the account was already closed, without disclosing its closure statusconstituting a deceptive act. 

-- Ignored follow-up attempts to negotiate resolution, despite promising to respond by XX/XX/XXXX ( XXXX : XXXX XXXX XXXX XXXX and has since gone silent. 

These actions constitute unfair, deceptive, and abusive acts or practices ( UDAAP ) under the Dodd-Frank Wall Street Reform and Consumer Protection Act ( 12 U.S.C. 5531 ) : -- Unfair : By imposing excessive charges after refusing to offer accommodations or alternative resolution pathways despite my hardship. 

-- Deceptive : By failing to disclose the account was closed when accepting my XX/XX/XXXX payment. 

-- Abusive : By relying on an unconfirmed mailed notice to justify punitive action and withholding hardship support both before and after closure with obscenely high interest. 

I have now paid over 90 % of the original balance, yet Wells Fargo continues to demand hundreds more in interest and fees, while refusing to acknowledge their failure to notify or to accommodate me under any hardship relief. Their conduct is predatory, and procedurally unjust.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,33801,,Consent provided,Web,2025-06-05,Closed with explanation,Yes,,13914626
2025-03-17,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,,"I sent a wire transfer of XXXX by XXXX XXXX XXXX XXXX XXXX XXXX  to US bank. This was supposed to go to XXXX store and I was given instructions by XXXX the account number and routing number. they claim the money was never received. I tried calling US bank and they refused XXXX talk with me due to the fact I didnt have an account with them. XXXX sais that I should get a certificate from my bank to prove this fund as sent, but my bank will not provide this to me. someone has this XXXX of mine and I just can not get an answer and this has become a nightmare which started XXXX. I am desperate and in need of help and have no where to turn. I have the wire transfer information with the account number and routing number.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,CT,060XX,Older American,Consent provided,Web,2025-03-17,Closed with explanation,Yes,,12512512
2025-06-12,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,"I received a notification about someone trying to take money out of my account. Following that occurrence, I get a call from someone posing as a Wells Fargo representative. They assured me that they would issue me a new card and verified my information before that. I mistakenly trusted them and gave them my pin. Following that phone call, I took a nap since I work a graveyard shift. Once I woke up, {$1900.00} had been withdrawn from my account through 6 transactions in XXXX ( Im in XXXX XXXX ). I contacted Wells Fargo Customer Service right after finding out so they can be notified about the incident. Then the next day, I contacted the Wells Fargo Fraud department to once again, fill them in on what happened. They assured me that this was a growing crime and that theyll get right on it and should be able to give me an answer 210 business days. I called every other day in til today which is the XXXX day on their window just to stay updated. So, about an hour ago, I receive a message that determined that there were no errors with the transactions. I was completely confused, because : 1 ) They took out more that my daily withdrawal limit which is {$1200.00}.

2 ) Ive never had any incidents like this nor have I ever showed any inconsistencies on my bank account. 
3 ) It was a few days before my rent was due, and those are the biggest withdrawals that I make on a regular basis which is {$1400.00}, so this completely breaks my routine. 
4 ) Theres no way I could have gotten to XXXX to even make a withdrawal within a few hours of the phone conversation and the withdrawal times. 
5 ) I never even had the physical replacement card in my possession to even make a withdrawal. 

Yes this was my foolish mistake, but I am extremely disappointed in Wells Fargo after being an upstanding customer for years. To be assured that this happens and yet, still be denied my money after being scammed by a person posing as a Wells Fargo rep is a horrible feeling.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,94124,,Consent provided,Web,2025-06-12,Closed with monetary relief,Yes,,14049505
2025-06-12,Checking or savings account,CD (Certificate of Deposit),Closing an account,Funds not received from closed account,"Complaint against NexBank This bank and its employees purposely did not follow. Instructions provided to close your account and transfer the funds to another institution. Even though information was provided to them in writing this bank did not follow those instructions requested now I still have not received those funds. This issue is being communicated to another government agencies Against this fraudulent activity. 
XXXX of the executives XXXX XXXX is aware of the issue at this point. Nothing has been done about it. This is unacceptable that this bank is fraudulently the following customers wire instructions",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"NEXBANK CAPITAL, INC.",FL,333XX,,Consent provided,Web,2025-06-12,Closed with explanation,Yes,,14049323
2025-05-06,Credit card,Store credit card,Fees or interest,Problem with fees,"I took out a store card with Synchrony Bank at a XXXX XXXX  retail store. At the time of purchase, the XXXX XXXX  store associate took my information and qualified me for the card, signing me up for an 'optional "" Payment Card Security program without my permission or knowledge. This was not identified until recently when I was auditing my credit card accounts. Synchrony Bank has been charging me this fee and interest on the fee amount every month without my consent or knowledge for over 2 years. When I contacted Synchrony Bank, they advised that it was something I signed up for when I took the card out and they could only refund up to 12 months of charges because I didn't cancel within the 90-day deadline. I was never provided any disclosure paperwork from the retail store or Synchrony Bank this 'benefit ', as I would never have signed up for something like this. I have submitted an escalation with Synchrony Bank to contest their decision to only refund 12 months worth of fees and am waiting on their final decision.

This is a clear case of predatory lending practices, designed to trap consumers making purchases in retail stores. The retail store associates are not trained bankers who understand the legal implications of not providing required disclosures or signing someone up for something they didn't agree to. In this case, we have been charged hundreds of dollars in fees for a service we never agreed to. This is theft plain and simple.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,FL,32566,,Consent provided,Web,2025-05-06,Closed with monetary relief,Yes,,13343696
2025-06-10,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,On XX/XX/XXXX I presented a check for mobile deposit for {$2300.00}. Wells Fargo made {$400.00} available immediately and said that the rest would be available XX/XX/XXXX. I received an email stating the check was held until XX/XX/XXXX and they reversed the available funds. So nothing from the check was available. They state the payee signature does not match. At XXXX XXXX I called Wells Fargo and spoke to a banker and a supervisor and they gave conflicting information. They said that my mothers signature didnt match. They said the issuing bank did not verify the funds availability. There is XXXX in the account. They refused to make the funds available or provide a solution. I asked to stop processing of the check and they refused.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,94607,,Consent provided,Web,2025-06-10,Closed with non-monetary relief,Yes,,13999055
2025-06-10,Checking or savings account,CD (Certificate of Deposit),Managing an account,Banking errors,"Complaint against Nexbank and employees On XX/XX/XXXX I inquired about instructions to close account rep XXXX was extremely rude and she did not want to provide full info I asked for a manager and I was told I would get a call back that never happened.

She advised I can add external account once my cd matures. 
I called on XX/XX/XXXX to add external account and rep XXXX who was completely rude she would put me on hold without asking for permission or acknowledge Is this how your employees treat customers? She said I need to send a letter asking to close my account THIS BANK HAS NOT INTEGRITY AND THEIR LADY REPS ARE ALWAYS IN BAD MOOD LIKE THEY DONT EVEN WANT TO ASSIST.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"NEXBANK CAPITAL, INC.",FL,333XX,,Consent provided,Web,2025-06-10,Closed with explanation,Yes,,13995441
2025-06-10,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"I filed multiple disputes with Wells Fargo regarding transactions totaling over {$21000.00} with the merchant XXXX involving misrepresentation of digital goods ( XXXX  Reason Code 13.3 ). Although I submitted timely and complete supporting documentation, I was informed on XX/XX/year>, by a Wells Fargo representative that this documentation had not been reviewed prior to denial. 

I then resent all supporting evidence, and on XX/XX/year>, a representative confirmed receipt and stated that the case owner had been notified. Despite this, I was later informed that the claims could not be reopened because they were supposedly reviewed by XXXX. 

I was never informed of any escalation to XXXX arbitration, and the lack of documentation review prior to the original denial contradicts XXXX XXXX responsibility to fairly evaluate disputes. Denying disputes without reviewing the evidence and refusing to escalate them to XXXX XXXX violate consumer protections under the XXXX dispute process.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,IL,60611,,Consent provided,Web,2025-06-10,Closed with explanation,Yes,,13972454
2025-05-01,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Money was not available when promised,,"My sister initiated an internal transfer of {$45000.00} through Synchrony Bank XXXX to my Synchrony XXXX on Saturday XX/XX/XXXX moving funds between our accounts. I was told by bank representatives that the transfer had been completed and that the funds would be delivered by XX/XX/XXXX. When I realized I had not received the funds I contacted synchrony on XX/XX/XXXX and a representative assured me I could receive them by today ( XX/XX/XXXX ). However, as of today, the funds are missing, and no one at the bank has been able to confirm their location. 

Ive made multiple phone calls totaling several hours, and spoken with multiple agents and an account manager named XXXX and another named XXXX ( call on XX/XX/XXXX at XXXX XXXX ). Despite repeated requests, the bank has refused to provide any written confirmation of the transaction statusno transaction ID, no confirmation of processing, and no formal acknowledgment of the investigation. 

I was also told that the bank can not locate the transfer and is researching it, but no one has taken ownership of the case or provided a resolution timeline. When I asked for a written summary, even through secure messaging or mail, I was told it is not possible. 

This lack of transparency and accountability is extremely concerning for a transaction of this size. I am now requesting CFPB intervention to : Determine the location and status of the missing {$45000.00} Require the bank to provide written documentation and a resolution timeline Ensure a supervisor or case manager is assigned to my case I am also considering legal action if this is not resolved promptly. Please help facilitate a formal investigation and resolution.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,PA,19104,,Consent provided,Web,2025-05-01,Closed with explanation,Yes,,13281874
2025-06-10,Checking or savings account,Savings account,Managing an account,Deposits and withdrawals,"The account holds over {$100.00} and dialogue took place on multiple days the first week of XX/XX/year>. 

I have a long standing savings account with Citibank that I have not made any withdrawals or deposits to in a couple years. Interest has been accruing in this account and been monitored until recently when I could no longer access it. 

After contacting the bank they told me that the account has been set to "" Inactive '', and as such I have no access to it without jumping through their hoops. How can I be refused access to my account without being warned beforehand?

I was told i could straighten this out one of the two following ways, # 1 drive to a local branch and work it out there or # 2 Send in a notarized letter to their corporate office. The problem is there are no local branches, the nearest branch is almost 400 miles round trip from me. They could not send me a form for the notarized letter I was to fill out as an alternative. I contacted them multiple times and each time the required information was different. I can see this going on for weeks and think that something needs to be done about it.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",FL,329XX,Older American,Consent provided,Web,2025-06-10,Closed with explanation,Yes,,14000485
2025-06-02,Checking or savings account,Checking account,Managing an account,Banking errors,"I have opened a BMO Checking account in XX/XX/year>. It then had a promo of {$500.00} BMO Smart Relationship checking bonus and {$100.00} gift card of my choice. To obtain the gift card I need to contact the banker on call and discuss my banking needs which I did. But haven't received the gift card. I have attached 4 documents, which state the initial offer that I applied, An email indicating the date that I applied to open the checking account, a document from BMO reminding me to contact for {$100.00} digital gift card, a document indicating from BMO banker that we indeed have discussed regarding my financial goals which shows I have completed the promotion as required on XX/XX/year> which is within the 90 day window of the promotion to receive the {$100.00} digital gift card.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BMO Bank, N.A.",CA,95035,,Consent provided,Web,2025-06-02,Closed with monetary relief,Yes,,13846439
2025-05-21,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"I had a charge of XXXX on my card for vitamins that I definitely did not order. Called the REVVI credit company and made a fraud complaint. 2 weeks to the day later a charge of XXXX ( Can not remember exact amount ) for a Female Electric Razor. I am Male and single at the time.

Called them again and made another fraud complaint. The guy I was finally transferred to said that the address of your card is your address so it was you that made the purchases. ( Which makes no sense, for the card was my address of course ) I assured him they were not mine and never received any such items. 
They turned off the card and never sent me a new one and I paid off the balance of things I did buy and they still would not listen to me. 
Need to get them to dispute this, follow up and clear me. 

Now they keep placing this on my credit",Company disputes the facts presented in the complaint,FIRST PORTFOLIO SERVICING INC,TX,760XX,Older American,Consent provided,Web,2025-05-21,Closed with explanation,Yes,,13640748
2025-06-02,Credit card,Store credit card,Fees or interest,Charged too much interest,"This is in regards of my Best Buy store credit card which is provided by Citibank. 
My total purchases since XX/XX/XXXX - XX/XX/XXXX is {$5900.00}. And I have made automatic payments since then of amount - {$3300.00}. Leaving behind balance of {$2500.00}. 

However, my current balance still today is {$8000.00}, which includes- {$5200.00} of interest charged in this 1 year itself. 

Some of these purchases were on promotion pay offer meaning I was provided the option to pay over period of time with 0 % interest if paid in that time. I made more than one purchase on that promotional offer. My account was also set up on Auto pay through out this period. I was not informed or ever communicated in writing or verbally while making the purchases that when you buy more than 1 product on promotional offer - paying over period of time with 0 % interest, you are required to perform a manual step in Citibank website under your Account login. Since I did not perform that manual step, the promotion on subsequent purchases wasnt applied and Citibank charged me such high rate of interest in short period of time. 

Also, my account was set up paper less and I never received a phone call or any written communication that warns me of such important issue by Citibank so as a Consumer I could take right action steps. 

I have tried resolving the issue with Citibank customer service but they deny to help me or accept this issues. This is a big scam to hide such critical manual step resulting in charging consumers such high interest rate.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",IL,60618,,Consent provided,Web,2025-06-02,Closed with monetary relief,Yes,,13844947
2025-06-01,Checking or savings account,Savings account,Closing an account,Can't close your account,"XXXX XXXX emailed me that I was pre-approved for a XXXX XXXX XXXX if I apply within 14 days. 

They also advertise that if you have a smartly credit card they waive account fees on savings accounts. 

Based on this, I applied for both accounts expecting quick approvals ( i also have great credit XXXX at time, now XXXX, high income, low debt, etc ). 

I was immediately approved for the savings account but the credit card did not give a decision and several weeks later I was notified I was denied. Since then they have charged me fees every month for the account after falsely inducing me to apply. 

I tried calling them and asking them to 1 ) waive the fees and 2 ) immediately cancel the account, and I emphasized that if they refuse 1 I still want them to immediately proceed with 2 - account closure. I recorded the second half of the call but they tried to stall me by first putting me on hodl for a long time, then coming back and lying about the fees ( claiming it was {$10.00} total or 2 months worth when it was {$35.00} total or 7 months worth ). When I told them this and told them regardless of what they do I want them to close the account and also provide me their name and case ID number to pursue further remedies, they hung up on me without closing the account forcing me to repeat the loop. 

It rings heavily of the scam XXXX XXXX was running. The difficulty contacitng anyone via email or message only exacerbates.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,NV,XXXXX,,Consent provided,Web,2025-06-01,Closed with explanation,Yes,,13820760
2025-05-30,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,"b'*Subject: Formal Complaint Regarding Withheld Funds by Citibank*\n\nDear [Consumer Protection Agency],\n\nI am writing to formally file a complaint against Citibank regarding a serious issue that has remained unresolved for over XXXX months, since XXXX XXXX.\n\nI received several payments for goods I sold from different individuals via XXXX XXXX. These transfers were sent from their XXXX XXXX accounts to my personal account at Citibank. However, Citibank suddenly closed my account and withheld the funds, claiming that receiving money from a third-party XXXX XXXX account violates their policy  even though this is not clearly stated in any terms I was provided.\n\nWhen I asked how to resolve the issue, they informed me I needed to bring the senders of the funds to the branch. These senders were from out of my state, but I traveled to them at my own expense (including flights and hotel stays) to comply. Once we arrived, the bank refused to release the funds and told me to go to the branch where I originally opened my account, located in another state. Again, I paid for additional flights and travel, totaling approximately XXXX.\n\nThat branch also refused to return the funds. Eventually, I was told that if I could provide a XXXX XXXX XXXX from the the people who sent the money to me they will release the funds to me and I did that and after XXXX  months the bank changed their mind again and asked me for a new XXXX XXXX XXXX  from XXXX XXXX and the funds would be released. I submitted the requested document, and Citibank confirmed acceptance and stated that the funds would be sent to me. However, after almost XXXX months, they reversed their position and said they could no longer accept the document from XXXX XXXX They then demanded a new XXXX XXXX XXXX from the original senders banks  which is impossible, since the payments were made from XXXX XXXX not through banks.\n\nIt is clear that each time I complied with a requested solution, the bank introduced a new and increasingly difficult requirement. This appears to be a tactic to avoid returning my rightful funds.\n\nI kindly ask for your urgent assistance in resolving this matter and ensuring that Citibank returns the money they are wrongfully holding.\n\nSincerely,  XXXX XXXX XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,11209,,Consent provided,Web,2025-05-30,Closed with explanation,Yes,,13804743
2025-06-05,Checking or savings account,Checking account,Managing an account,Banking errors,"Wells Fargo has authorized fraud to occur on my account and allowed my money to be stolen from me. 

Wells Fargo did nothing to secure or protect my money from theft. I immediately reported fraudulent transactions to Wells Fargo and informed them of what occurred. 

Wells Fargo has told me "" tough luck '' and "" sorry, we can't help you '' when my money was stolen from my account under their care. 

Wells Fargo allows its small businesses to have their money stolen and does not protect its clients from theft and fraud. 

Wells Fargo allowed nearly 30 fraudulent transactions from a foreign country to occur on my account on XX/XX/XXXX and XXXX, XXXX. Wells Fargo authorized this fraud on my account and did nothing to prevent it. Wells Fargo allowed my money to be stolen out of my account and refuses to reimburse me. Wells Fargo does not support or help its small business clients and does not protect or secure their money from being stolen. 

Wells Fargo is negligent and supports theft from its clients. Wells Fargo has refused to reimburse my stolen money that occurred from fraudulent transactions I did not authorize. I have been screaming from the mountain tops for months that I did not authorize these transactions and Wells Fargo has decided to support thievery and theft of its clients funds.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,90069,,Consent provided,Web,2025-06-05,Closed with explanation,Yes,,13916043
2025-05-29,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,"My Truist debit card was stolen and XXXX charges was made on my account that was unauthorized. I filed a dispute claim online XX/XX/year> but I was only able to submit for XXXX unauthorized charge. I called customer service to explain the situation and the representative acted as if she added the additional XXXX unauthorized charges to my dispute. 

When I login to my account it only shows XXXX charge being submitted on the dispute tracker resource that Truist offers. 

I am writing this complaint requesting that this dispute process be governed for constructive fraud being caused by this major bank. I ask that my dispute be given due process when investigating my claim.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,AR,72401,,Consent provided,Web,2025-05-29,Closed with explanation,Yes,,13796767
